OTU,Domaine,Phylum,Classe,Ordre,Famille,Genre,Espece
Otu07661,Bacteria,Proteobacteria,Deltaproteobacteria,Spirobacillales,Spirobacillales_unclassified,Spirobacillales_unclassified,unclassified unclassified
Otu07662,Bacteria,Bacteroidetes,VC2 1 Bac22,VC2 1 Bac22_unclassified,VC2 1 Bac22_unclassified,VC2 1 Bac22_unclassified,unclassified unclassified
Otu07663,Bacteria,Planctomycetes,Phycisphaerae,CCM11a,CCM11a_unclassified,CCM11a_unclassified,unclassified unclassified
Otu07664,Bacteria,Chloroflexi,Thermomicrobia,AKYG1722,AKYG1722_unclassified,AKYG1722_unclassified,unclassified unclassified
Otu07665,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Runella,Runella unclassified
Otu07666,Bacteria,Chloroflexi,Anaerolineae,SHA-20,SHA-20_unclassified,SHA-20_unclassified,unclassified unclassified
Otu07667,Bacteria,SC4,SC4_unclassified,SC4_unclassified,SC4_unclassified,SC4_unclassified,unclassified unclassified
Otu07668,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces unclassified
Otu07669,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,Gemmata unclassified
Otu07670,Bacteria,Cyanobacteria,Synechococcophycideae,Synechococcales,Chamaesiphonaceae,Chamaesiphon,Chamaesiphon minutus
Otu07671,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Arenimonas oryziterrae
Otu07672,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Reclinomonas,Reclinomonas americana
Otu07673,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,ACK-M1,Planktophila,Planktophila limnetica
Otu07674,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Thalassiosira,Thalassiosira pseudonana
Otu07675,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Pythium,Pythium ultimum
Otu07676,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Prototheca,Prototheca wickerhamii
Otu07677,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacteraceae_unclassified,unclassified unclassified
Otu07678,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Thermovum,Thermovum composti
Otu07679,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma unclassified
Otu07680,Bacteria,Cyanobacteria,Chloroplast,Chlorophyta,Chlorophyta_unclassified,Chlorophyta_unclassified,unclassified unclassified
Otu07681,Bacteria,Chloroflexi,Anaerolineae,O4D2Z37,O4D2Z37_unclassified,O4D2Z37_unclassified,unclassified unclassified
Otu07682,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Woodsholea,Woodsholea maritima
Otu07683,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Pleomorphomonas,Pleomorphomonas unclassified
Otu07684,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Cystobacterineae_unclassified,unclassified unclassified
Otu07685,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae_unclassified,unclassified unclassified
Otu07686,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaerales_unclassified,Phycisphaerales_unclassified,unclassified unclassified
Otu07687,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,PB19_unclassified,PB19_unclassified,unclassified unclassified
Otu07688,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,Cytophaga,Cytophaga fermentans
Otu07689,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophagaceae_unclassified,unclassified unclassified
Otu07690,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythromicrobium,Erythromicrobium ramosum
Otu07691,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,Desulfococcus unclassified
Otu07692,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Brackiella,Brackiella oedipodis
Otu07693,Bacteria,Elusimicrobia,Elusimicrobia,MVP-88,MVP-88_unclassified,MVP-88_unclassified,unclassified unclassified
Otu07694,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Synedra,Synedra acus
Otu07695,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Crocinitomix,Crocinitomix unclassified
Otu07696,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga palleronii
Otu07697,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Ochromonas,Ochromonas danica
Otu07698,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacteraceae_unclassified,unclassified unclassified
Otu07699,Bacteria,Cyanobacteria,ML635J-21,ML635J-21_unclassified,ML635J-21_unclassified,ML635J-21_unclassified,unclassified unclassified
Otu07700,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,unclassified unclassified
Otu07701,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter capsulatus
Otu07702,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Tatlockia,Tatlockia unclassified
Otu07703,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Tatlockia,Tatlockia unclassified
Otu07704,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,Gemmata unclassified
Otu07705,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas changbaiensis
Otu07706,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella taurinensis
Otu07707,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacteraceae_unclassified,unclassified unclassified
Otu07708,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,unclassified unclassified
Otu07709,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter ginsengisoli
Otu07710,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter,Lutibacter litoralis
Otu07711,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,Methylotenera versatilis
Otu07712,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax valerianellae
Otu07713,Bacteria,Cyanobacteria,4C0d-2,SM1D11,SM1D11_unclassified,SM1D11_unclassified,unclassified unclassified
Otu07714,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella londiniensis
Otu07715,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,Tepidimonas unclassified
Otu07716,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium,Filomicrobium insigne
Otu07717,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium unclassified
Otu07718,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nakamurellaceae,Saxeibacter,Saxeibacter lacteus
Otu07719,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,Ellin329_unclassified,Ellin329_unclassified,unclassified unclassified
Otu07720,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,Blastomonas natatoria
Otu07721,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,Treponema unclassified
Otu07722,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,Azospirillum irakense
Otu07723,Bacteria,Acidobacteria,Sva0725,Sva0725,Sva0725_unclassified,Sva0725_unclassified,unclassified unclassified
Otu07724,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodomicrobium,Rhodomicrobium vannielii
Otu07725,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Cryptoprodotis,Cryptoprodotis polytropus
Otu07726,Bacteria,Chloroflexi,S085,S085_unclassified,S085_unclassified,S085_unclassified,unclassified unclassified
Otu07727,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae_unclassified,unclassified unclassified
Otu07728,Bacteria,OP3,BD4-9,BD4-9_unclassified,BD4-9_unclassified,BD4-9_unclassified,unclassified unclassified
Otu07729,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,Methylotenera mobilis
Otu07730,Bacteria,OD1,ZB2,ZB2_unclassified,ZB2_unclassified,ZB2_unclassified,unclassified unclassified
Otu07731,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium unclassified
Otu07732,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium nitrogenifigens
Otu07733,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,(Paraprevotellaceae),CF231,CF231 unclassified
Otu07734,Bacteria,Chloroflexi,Anaerolineae,S0208,S0208_unclassified,S0208_unclassified,unclassified unclassified
Otu07735,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Chitinophagaceae,Chitinophagaceae_unclassified,unclassified unclassified
Otu07736,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Aquamonas,Aquamonas fontana
Otu07737,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b_unclassified,unclassified unclassified
Otu07738,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Rhodocytophaga,Rhodocytophaga unclassified
Otu07739,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Balneimonas unclassified
Otu07740,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Planctomycete,Planctomycete LF1
Otu07741,Bacteria,Proteobacteria,Gammaproteobacteria,HTCC2188,HTCC2089,Acinetobacter,Acinetobacter radioresistens
Otu07742,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Nocardia,Nocardia farcinica
Otu07743,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Marinilactibacillus,Marinilactibacillus psychrotolerans
Otu07744,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Colwellia psychrerythraea
Otu07745,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Saprospiraceae,Saprospiraceae_unclassified,unclassified unclassified
Otu07746,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium frigidarium
Otu07747,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmataceae_unclassified,unclassified unclassified
Otu07748,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Nodosilinea,Nodosilinea nodulosa
Otu07749,Bacteria,GN02,GKS2-174,GKS2-174_unclassified,GKS2-174_unclassified,GKS2-174_unclassified,unclassified unclassified
Otu07750,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus unclassified
Otu07751,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium acidiphilum
Otu07752,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax temperans
Otu07753,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Tatlockia,Tatlockia unclassified
Otu07754,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,Roseomonas stagni
Otu07755,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Saprospiraceae,Saprospiraceae_unclassified,unclassified unclassified
Otu07756,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hylemonella,Hylemonella gracilis
Otu07757,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,Nitrosospira multiformis
Otu07758,Bacteria,Acidobacteria,(Chloracidobacteria),DS-100,DS-100_unclassified,DS-100_unclassified,unclassified unclassified
Otu07759,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium,Filomicrobium insigne
Otu07760,Bacteria,OD1,SM2F11,SM2F11_unclassified,SM2F11_unclassified,SM2F11_unclassified,unclassified unclassified
Otu07761,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Rhodoplanes unclassified
Otu07762,Bacteria,Cyanobacteria,Chloroplast,Euglenozoa,Euglenozoa_unclassified,Euglenozoa_unclassified,unclassified unclassified
Otu07763,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Chitinophagaceae,Flavisolibacter,Flavisolibacter unclassified
Otu07764,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium gelidilacus
Otu07765,Bacteria,Cyanobacteria,4C0d-2,SM1D11,SM1D11_unclassified,SM1D11_unclassified,unclassified unclassified
Otu07766,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Chitinophagaceae,Chitinophagaceae_unclassified,unclassified unclassified
Otu07767,Bacteria,Cyanobacteria,Chloroplast,Stramenopiles,Stramenopiles_unclassified,Stramenopiles_unclassified,unclassified unclassified
Otu07768,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacteraceae_unclassified,unclassified unclassified
Otu07769,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,Oscillospira unclassified
Otu07770,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Owenweeksia,Owenweeksia hongkongensis
Otu07771,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina brevivitae
Otu07772,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiellaceae_unclassified,unclassified unclassified
Otu07773,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,SC-I-84_unclassified,SC-I-84_unclassified,unclassified unclassified
Otu07774,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter,Rhodanobacter lindaniclasticus
Otu07775,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,Acidimicrobium unclassified
Otu07776,Bacteria,Armatimonadetes,0319-6E2,0319-6E2_unclassified,0319-6E2_unclassified,0319-6E2_unclassified,unclassified unclassified
Otu07777,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,Fluviicola unclassified
Otu07778,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas,Caenimonas koreensis
Otu07779,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Saprospiraceae,Haliscomenobacter,Haliscomenobacter unclassified
Otu07780,Bacteria,Planctomycetes,OM190,CL500-15,CL500-15_unclassified,CL500-15_unclassified,unclassified unclassified
Otu07781,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus aquaeductus
Otu07782,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,EB1017,EB1017_unclassified,unclassified unclassified
Otu07783,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,Haliangium unclassified
Otu07784,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax valerianellae
Otu07785,Bacteria,Bacteroidetes,SM1A07,SM1A07_unclassified,SM1A07_unclassified,SM1A07_unclassified,unclassified unclassified
Otu07786,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Dongia,Dongia mobilis
Otu07787,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,Coxiella unclassified
Otu07788,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,unclassified unclassified
Otu07789,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Saprospiraceae,Lewinella,Lewinella persicus
Otu07790,Bacteria,Chloroflexi,SHA-26,SHA-26_unclassified,SHA-26_unclassified,SHA-26_unclassified,unclassified unclassified
Otu07791,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus kawasakiensis
Otu07792,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium sulfonivorans
Otu07793,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae_unclassified,unclassified unclassified
Otu07794,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium sulfonivorans
Otu07795,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,iii1-15_unclassified,iii1-15_unclassified,unclassified unclassified
Otu07796,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospira unclassified
Otu07797,Bacteria,Chloroflexi,Anaerolineae,H39,H39_unclassified,H39_unclassified,unclassified unclassified
Otu07798,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Francisellaceae,Caedibacter,Caedibacter taeniospiralis
Otu07799,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides barnesiae
Otu07800,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,Peredibacter starrii
Otu07801,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,ACK-M1,Planktophila,Planktophila limnetica
Otu07802,Bacteria,TM6,SJA-4,SJA-4_unclassified,SJA-4_unclassified,SJA-4_unclassified,unclassified unclassified
Otu07803,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,02d06,02d06 unclassified
Otu07804,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella adelaidensis
Otu07805,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Brachymonas,Brachymonas chironomi
Otu07806,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Mycoplana,Mycoplana unclassified
Otu07807,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas vesicularis
Otu07808,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospira unclassified
Otu07809,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,JG30-KF-CM45_unclassified,JG30-KF-CM45_unclassified,unclassified unclassified
Otu07810,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Pythium,Pythium ultimum
Otu07811,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium,Clostridium cellobioparum
Otu07812,Bacteria,Acidobacteria,Sva0725,Sva0725,Sva0725_unclassified,Sva0725_unclassified,unclassified unclassified
Otu07813,Bacteria,Cyanobacteria,Chloroplast,Euglenozoa,Euglenozoa_unclassified,Euglenozoa_unclassified,unclassified unclassified
Otu07814,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospira,Rhodospira trueperi
Otu07815,Bacteria,Proteobacteria,Deltaproteobacteria,(Entotheonellales),(Entotheonellaceae),(Entotheonellaceae)_unclassified,unclassified unclassified
Otu07816,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,BD7-3_unclassified,BD7-3_unclassified,unclassified unclassified
Otu07817,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiellaceae_unclassified,unclassified unclassified
Otu07818,Bacteria,Proteobacteria,TA18,CV90,CV90_unclassified,CV90_unclassified,unclassified unclassified
Otu07819,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Dongia,Dongia mobilis
Otu07820,Bacteria,OP11,OP11-4,OP11-4_unclassified,OP11-4_unclassified,OP11-4_unclassified,unclassified unclassified
Otu07821,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacteraceae_unclassified,unclassified unclassified
Otu07822,Bacteria,BRC1,PRR-11,PRR-11_unclassified,PRR-11_unclassified,PRR-11_unclassified,unclassified unclassified
Otu07823,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium unclassified
Otu07824,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Chitinophagaceae,Filimonas,Filimonas lacunae
Otu07825,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae_unclassified,unclassified unclassified
Otu07826,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aureitalea,Aureitalea marina
Otu07827,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas,Kordiimonas gwangyangensis
Otu07828,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,Methylotenera versatilis
