OTU,Domaine,Phylum,Classe,Ordre,Famille,Genre,Espece
Otu07454,Bacteria,Planctomycetes,BD7-11,BD7-11_unclassified,BD7-11_unclassified,BD7-11_unclassified,unclassified unclassified
Otu07455,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmataceae_unclassified,unclassified unclassified
Otu07456,Bacteria,Planctomycetes,Phycisphaerae,mle1-8,mle1-8_unclassified,mle1-8_unclassified,unclassified unclassified
Otu07457,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia aurea
Otu07458,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Tatlockia,Tatlockia unclassified
Otu07459,Bacteria,Cyanobacteria,4C0d-2,SM1D11,SM1D11_unclassified,SM1D11_unclassified,unclassified unclassified
Otu07460,Bacteria,Cyanobacteria,Chloroplast,Chlorophyta,Chlamydomonadaceae,Acutodesmus,Acutodesmus obliquus
Otu07461,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Thalassiosira,Thalassiosira pseudonana
Otu07462,Bacteria,Proteobacteria,Betaproteobacteria,Procabacteriales,Procabacteriaceae,Procabacteriaceae_unclassified,unclassified unclassified
Otu07463,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium,Clostridium citroniae
Otu07464,Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Persephonella,Persephonella marina
Otu07465,Bacteria,TM6,SJA-4,SJA-4_unclassified,SJA-4_unclassified,SJA-4_unclassified,unclassified unclassified
Otu07466,Bacteria,Chloroflexi,Anaerolineae,SHA-20,SHA-20_unclassified,SHA-20_unclassified,unclassified unclassified
Otu07467,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobium,Verrucomicrobium spinosum
Otu07468,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia Rickettsia endosymbiont of Deronectes platynotus
Otu07469,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Tatlockia,Tatlockia micdadei
Otu07470,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Phytophthora,Phytophthora ramorum
Otu07471,Bacteria,Proteobacteria,TA18,PHOS-HD29,PHOS-HD29_unclassified,PHOS-HD29_unclassified,unclassified unclassified
Otu07472,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Nocardia,Nocardia farcinica
Otu07473,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium unclassified
Otu07474,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Arenimonas oryziterrae
Otu07475,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,unclassified unclassified
Otu07476,Bacteria,KSB3,KSB3_unclassified,KSB3_unclassified,KSB3_unclassified,KSB3_unclassified,unclassified unclassified
Otu07477,Bacteria,Chlorobi,SJA-28,SJA-28_unclassified,SJA-28_unclassified,SJA-28_unclassified,unclassified unclassified
Otu07478,Bacteria,Cyanobacteria,Chloroplast,Chlorophyta,Ulvophyceae,Avrainvillea,Avrainvillea nigricans
Otu07479,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Orientia,Orientia chuto
Otu07480,Bacteria,Firmicutes,Clostridia,Clostridiales,(Mogibacteriaceae),(Mogibacteriaceae)_unclassified,unclassified unclassified
Otu07481,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Byssovorax,Byssovorax cruenta
Otu07482,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,Marinoscillum pacificum
Otu07483,Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Sulfurihydrogenibium,Sulfurihydrogenibium yellowstonense
Otu07484,Bacteria,Verrucomicrobia,Opitutae,(Cerasicoccales),(Cerasicoccaceae),(Cerasicoccaceae)_unclassified,unclassified unclassified
Otu07485,Bacteria,Proteobacteria,Betaproteobacteria,MWH-UniP1,MWH-UniP1_unclassified,MWH-UniP1_unclassified,unclassified unclassified
Otu07486,Bacteria,BRC1,PRR-11,PRR-11_unclassified,PRR-11_unclassified,PRR-11_unclassified,unclassified unclassified
Otu07487,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Syntrophus,Syntrophus aciditrophicus
Otu07488,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b_unclassified,unclassified unclassified
Otu07489,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae_unclassified,unclassified unclassified
Otu07490,Bacteria,Cyanobacteria,Chloroplast,Stramenopiles,Stramenopiles_unclassified,Stramenopiles_unclassified,unclassified unclassified
Otu07491,Bacteria,Acidobacteria,Solibacteres,Solibacterales,(Bryobacteraceae),Bryobacter,Bryobacter unclassified
Otu07492,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,OM27,OM27_unclassified,unclassified unclassified
Otu07493,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Tatlockia,Tatlockia unclassified
Otu07494,Bacteria,Acidobacteria,DA052,Ellin6513,Ellin6513_unclassified,Ellin6513_unclassified,unclassified unclassified
Otu07495,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter brunescens
Otu07496,Bacteria,Planctomycetes,Phycisphaerae,WD2101,WD2101_unclassified,WD2101_unclassified,unclassified unclassified
Otu07497,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmataceae_unclassified,unclassified unclassified
Otu07498,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium acidurici
Otu07499,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckiaceae_unclassified,unclassified unclassified
Otu07500,Bacteria,OP3,koll11,koll11_unclassified,koll11_unclassified,koll11_unclassified,unclassified unclassified
Otu07501,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Owenweeksia,Owenweeksia hongkongensis
Otu07502,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Dialister,Dialister unclassified
Otu07503,Bacteria,Cyanobacteria,Chloroplast,Chlorophyta,Chlamydomonadaceae,Hydrodictyon,Hydrodictyon reticulatum
Otu07504,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Oceanibaculum,Oceanibaculum indicum
Otu07505,Bacteria,Actinobacteria,Actinobacteria,WCHB1-81,At425 EubF1,At425 EubF1_unclassified,unclassified unclassified
Otu07506,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydia,Parachlamydia acanthamoebae
Otu07507,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium,Filomicrobium fusiforme
Otu07508,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Owenweeksia,Owenweeksia hongkongensis
Otu07509,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Litorilinea,Litorilinea aerophila
Otu07510,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium columnare
Otu07511,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Porphyrobacter,Porphyrobacter cryptus
Otu07512,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Chitinophagaceae,Filimonas,Filimonas lacunae
Otu07513,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium zavarzinii
Otu07514,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Saprospiraceae,Haliscomenobacter,Haliscomenobacter unclassified
Otu07515,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,Gemmata unclassified
Otu07516,Bacteria,Proteobacteria,Deltaproteobacteria,Spirobacillales,Spirobacillales_unclassified,Spirobacillales_unclassified,unclassified unclassified
Otu07517,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella fairfieldensis
Otu07518,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroserpens,Psychroserpens unclassified
Otu07519,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Pseudogulbenkiania,Pseudogulbenkiania subflava
Otu07520,Bacteria,Chlorobi,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacteriaceae_unclassified,unclassified unclassified
Otu07521,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter citreus
Otu07522,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Simkaniaceae,Simkania,Simkania negevensis Z
Otu07523,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Cryptoprodotis,Cryptoprodotis polytropus
Otu07524,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Saprospiraceae,Lewinella,Lewinella persicus
Otu07525,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmataceae_unclassified,unclassified unclassified
Otu07526,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospira calida
Otu07527,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium unclassified
Otu07528,Bacteria,Cyanobacteria,Chloroplast,Chlorophyta,Chlorophyta_unclassified,Chlorophyta_unclassified,unclassified unclassified
Otu07529,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Planctomycete,Planctomycete LF1
Otu07530,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Isosphaeraceae_unclassified,unclassified unclassified
Otu07531,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,WCHB1-05,WCHB1-05 unclassified
Otu07532,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiohalocapsa,Thiohalocapsa halophila
Otu07533,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,mb2424_unclassified,unclassified unclassified
Otu07534,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Saprospiraceae,Saprospiraceae_unclassified,unclassified unclassified
Otu07535,Bacteria,Gemmatimonadetes,Gemmatimonadetes,KD8-87,KD8-87_unclassified,KD8-87_unclassified,unclassified unclassified
Otu07536,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,Methylotenera versatilis
Otu07537,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmataceae_unclassified,unclassified unclassified
Otu07538,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Lishizhenia,Lishizhenia caseinilytica
Otu07539,Bacteria,Proteobacteria,Betaproteobacteria,MKC10,MKC10_unclassified,MKC10_unclassified,unclassified unclassified
Otu07540,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,unclassified unclassified
Otu07541,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophorhabdaceae,Syntrophorhabdus,Syntrophorhabdus aromaticivorans
Otu07542,Bacteria,Acidobacteria,iii1-8,SJA-36,SJA-36_unclassified,SJA-36_unclassified,unclassified unclassified
Otu07543,Bacteria,Bacteroidetes,BME43,BME43_unclassified,BME43_unclassified,BME43_unclassified,unclassified unclassified
Otu07544,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter gaetbuli
Otu07545,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Phytophthora,Phytophthora sojae
Otu07546,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium unclassified
Otu07547,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Vogesella,Vogesella unclassified
Otu07548,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Saprospiraceae,Rubidimonas,Rubidimonas crustatorum
Otu07549,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium resinovorum
Otu07550,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Cytophagales,Cytophagales QSSC5-1
Otu07551,Bacteria,Cyanobacteria,Synechococcophycideae,Synechococcales,Acaryochloridaceae,Acaryochloris,Acaryochloris unclassified
Otu07552,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium succinicans
Otu07553,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,Pirellula unclassified
Otu07554,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,Pirellula unclassified
Otu07555,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Isosphaeraceae_unclassified,unclassified unclassified
Otu07556,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Saprospiraceae,Saprospiraceae_unclassified,unclassified unclassified
Otu07557,Bacteria,Actinobacteria,MB-A2-108,0319-7L14,0319-7L14_unclassified,0319-7L14_unclassified,unclassified unclassified
Otu07558,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,(Weeksellaceae),Chryseobacterium,Chryseobacterium unclassified
Otu07559,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Thermovum,Thermovum composti
Otu07560,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter ginsengisoli
Otu07561,Bacteria,TM6,SJA-4,SJA-4_unclassified,SJA-4_unclassified,SJA-4_unclassified,unclassified unclassified
Otu07562,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,Cytophaga,Cytophaga xylanolytica
Otu07563,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Thalassiosira,Thalassiosira pseudonana
Otu07564,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,02d06,02d06 unclassified
Otu07565,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Dichotomicrobium,Dichotomicrobium thermohalophilum
Otu07566,Bacteria,Proteobacteria,Betaproteobacteria,MND1,MND1_unclassified,MND1_unclassified,unclassified unclassified
Otu07567,Bacteria,Planctomycetes,Pla3,Pla3_unclassified,Pla3_unclassified,Pla3_unclassified,unclassified unclassified
Otu07568,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylosarcina,Methylosarcina fibrata
Otu07569,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium unclassified
Otu07570,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,iii1-15_unclassified,iii1-15_unclassified,unclassified unclassified
Otu07571,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,planctomycete,planctomycete DDSW3008
Otu07572,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,SC-I-84_unclassified,SC-I-84_unclassified,unclassified unclassified
Otu07573,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,mb2424_unclassified,unclassified unclassified
Otu07574,Bacteria,Verrucomicrobia,(Pedosphaerae),(Pedosphaerales),R4-41B,R4-41B_unclassified,unclassified unclassified
Otu07575,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,Marinilabiaceae_unclassified,unclassified unclassified
Otu07576,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Syntrophus,Syntrophus aciditrophicus
Otu07577,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,MIZ46_unclassified,MIZ46_unclassified,unclassified unclassified
Otu07578,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter composti
Otu07579,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Oceanibaculum,Oceanibaculum indicum
Otu07580,Bacteria,OP3,BD4-9,BD4-9_unclassified,BD4-9_unclassified,BD4-9_unclassified,unclassified unclassified
Otu07581,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas,Herminiimonas glaciei
Otu07582,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Thalassiosira,Thalassiosira pseudonana
Otu07583,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Byssovorax,Byssovorax cruenta
Otu07584,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,RB40_unclassified,unclassified unclassified
Otu07585,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Nitratireductor,Nitratireductor indicus
Otu07586,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,KD1-23,KD1-23 unclassified
Otu07587,Bacteria,Elusimicrobia,Elusimicrobia,IIb,IIb_unclassified,IIb_unclassified,unclassified unclassified
Otu07588,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium unclassified
Otu07589,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus marincola
Otu07590,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia ruminantium
Otu07591,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium,Clostridium methylpentosum
Otu07592,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatirhabdium,Desulfatirhabdium butyrativorans
Otu07593,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces unclassified
Otu07594,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Amorphomonas,Amorphomonas oryzae
Otu07595,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,Methylotenera mobilis
Otu07596,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Saprospiraceae,Saprospiraceae_unclassified,unclassified unclassified
Otu07597,Bacteria,WS3,PRR-12,PBS-III-9,PBS-III-9_unclassified,PBS-III-9_unclassified,unclassified unclassified
Otu07598,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Xanthobacillum,Xanthobacillum maris
Otu07599,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Microthrixaceae,Microthrixaceae_unclassified,unclassified unclassified
Otu07600,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Limnoluna,Limnoluna rubra
Otu07601,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia niabensis
Otu07602,Bacteria,Planctomycetes,(Brocadiae),Brocadiales,Brocadiaceae,Kuenenia,Kuenenia stuttgartiensis
Otu07603,Bacteria,Chloroflexi,Anaerolineae,SBR1031,SHA-31,SHA-31_unclassified,unclassified unclassified
Otu07604,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pseudovibrio,Pseudovibrio ascidiaceicola
Otu07605,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga unclassified
Otu07606,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Rudanella,Rudanella unclassified
Otu07607,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,S24-7,S24-7_unclassified,unclassified unclassified
Otu07608,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus mannitolivorans
Otu07609,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Pelobacteraceae,Desulfuromonas,Desulfuromonas palmitatis
Otu07610,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium resinovorum
Otu07611,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoburkholderia,Pseudoburkholderia malthae
Otu07612,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter daecheongensis
Otu07613,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter unclassified
Otu07614,Bacteria,Acidobacteria,(Chloracidobacteria),RB41,Ellin6075,Ellin6075_unclassified,unclassified unclassified
Otu07615,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus,Oleiphilus messinensis
Otu07616,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,Peredibacter starrii
Otu07617,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,Nitrosospira multiformis
Otu07618,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter ginsengisoli
Otu07619,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Ancylobacter,Ancylobacter unclassified
Otu07620,Bacteria,Proteobacteria,Betaproteobacteria,MND1,MND1_unclassified,MND1_unclassified,unclassified unclassified
Otu07621,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,JTB38,JTB38_unclassified,unclassified unclassified
Otu07622,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella impletisoli
Otu07623,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter citreus
Otu07624,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b_unclassified,unclassified unclassified
Otu07625,Bacteria,Chloroflexi,Anaerolineae,GCA004,GCA004_unclassified,GCA004_unclassified,unclassified unclassified
Otu07626,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium unclassified
Otu07627,Bacteria,NKB19,NKB19_unclassified,NKB19_unclassified,NKB19_unclassified,NKB19_unclassified,unclassified unclassified
Otu07628,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Candidatus Rhodoluna,Candidatus Rhodoluna unclassified
Otu07629,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoactinomycetaceae_unclassified,unclassified unclassified
Otu07630,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Proteocatella,Proteocatella sphenisci
Otu07631,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiellaceae_unclassified,unclassified unclassified
Otu07632,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas unclassified
Otu07633,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Dialister,Dialister unclassified
Otu07634,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Saprospiraceae,Saprospiraceae_unclassified,unclassified unclassified
Otu07635,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,Fluviicola unclassified
Otu07636,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Porphyrobacter,Porphyrobacter dokdonensis
Otu07637,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,unclassified unclassified
Otu07638,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter nanhaisediminis
Otu07639,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Natribacillus,Natribacillus halophilus
Otu07640,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,Fluviicola unclassified
Otu07641,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiellaceae_unclassified,unclassified unclassified
Otu07642,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsiaceae_unclassified,unclassified unclassified
Otu07643,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmataceae_unclassified,unclassified unclassified
Otu07644,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Methylibium,Methylibium petroleiphilum
Otu07645,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiohalocapsa,Thiohalocapsa marina
Otu07646,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Chitinophagaceae,Trachelomonas,Trachelomonas volvocinopsis
Otu07647,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,CCU21_unclassified,CCU21_unclassified,unclassified unclassified
Otu07648,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Chitinophagaceae,Chitinophagaceae_unclassified,unclassified unclassified
Otu07649,Bacteria,Cyanobacteria,Synechococcophycideae,Synechococcales,Acaryochloridaceae,Acaryochloris,Acaryochloris unclassified
Otu07650,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium zavarzinii
Otu07651,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Kaistobacter,Kaistobacter unclassified
Otu07652,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium nitrogenifigens
Otu07653,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Propionispora,Propionispora hippei
Otu07654,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia ruminantium
Otu07655,Bacteria,Cyanobacteria,Chloroplast,Stramenopiles,Stramenopiles_unclassified,Stramenopiles_unclassified,unclassified unclassified
Otu07656,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Nothoceros,Nothoceros aenigmaticus
Otu07657,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b_unclassified,unclassified unclassified
Otu07658,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Leadbetterella,Leadbetterella unclassified
Otu07659,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus unclassified
Otu07660,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Sediminibacter,Sediminibacter furfurosus
